code_insee,nom_commune,dette_par_habitant,dotations,dotations_par_habitant,annee_fin,commentaire_financier,strate,dotations_par_hab_mediane_strate,commentaire_financier_joli
59523,SAINGHIN-EN-MELANTOIS (59),41.0,78678.0,27.1,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate Tendance dette vs strate : baisse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : en baisse (de 70.6 %), au-dessous de la médiane (-406 € /hab). Épargne brute : en baisse (de 50.2 %) Investissement : en baisse (de 26.9 %) Dotations par habitant : 27 € /hab (au-dessous de la médiane, -167 € /hab)."
59524,SAINGHIN-EN-WEPPES (59),1670.77,2386720.0,418.87,2024,santé financière préoccupante — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : hausse alors que la strate est en baisse.,5000-9999 hab,298.7,"Dette : en hausse (de 46.4 %), au-dessus de la médiane (+1 092 € /hab). Épargne brute : en hausse (de 12.6 %) Investissement : en baisse (de 19.9 %) Dotations par habitant : 419 € /hab (au-dessus de la médiane, +120 € /hab)."
59525,SAINS-DU-NORD (59),1024.43,1451330.0,513.56,2024,santé financière préoccupante — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : hausse alors que la strate est en baisse.,2000-3499 hab,194.55,"Dette : en hausse (de 97.8 %), au-dessus de la médiane (+577 € /hab). Épargne brute : en baisse (de 60.7 %) Investissement : en hausse (de 353.8 %) Dotations par habitant : 514 € /hab (au-dessus de la médiane, +319 € /hab)."
59526,SAINT-AMAND-LES-EAUX (59),1463.65,2181906.0,134.22,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,10 000-19 999 hab,561.23,"Dette : en baisse (de 27.6 %), au-dessus de la médiane (+741 € /hab). Épargne brute : en baisse (de 29.3 %) Investissement : en hausse (de 10.4 %) Dotations par habitant : 134 € /hab (au-dessous de la médiane, -427 € /hab)."
59527,SAINT-ANDRE-LEZ-LILLE (59),439.59,1251719.0,95.64,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,10 000-19 999 hab,561.23,"Dette : en baisse (de 26.8 %), au-dessous de la médiane (-283 € /hab). Épargne brute : en hausse (de 13.4 %) Investissement : en baisse (de 28.9 %) Dotations par habitant : 96 € /hab (au-dessous de la médiane, -466 € /hab)."
59528,SAINT-AUBERT (59),211.22,467853.0,294.99,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 36.6 %), au-dessous de la médiane (-158 € /hab). Épargne brute : en baisse (de 9.2 %) Investissement : en hausse (de 10.4 %) Dotations par habitant : 295 € /hab (au-dessus de la médiane, +106 € /hab)."
59529,SAINT-AUBIN (59),684.55,87516.0,243.78,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 33.5 %), au-dessus de la médiane (+365 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 202.1 %) Dotations par habitant : 244 € /hab (au-dessus de la médiane, +68 € /hab)."
59530,SAINT-AYBERT (59),762.36,36225.0,108.46,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 234.2 %), au-dessus de la médiane (+443 € /hab). Épargne brute : en baisse (de 62.7 %) Investissement : en hausse (de 428.1 %) Dotations par habitant : 108 € /hab (au-dessous de la médiane, -68 € /hab)."
59531,SAINT-BENIN (59),553.05,87508.0,250.74,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 44.5 %), au-dessus de la médiane (+233 € /hab). Épargne brute : en baisse (de 687.4 %) Investissement : en hausse (de 125.9 %) Dotations par habitant : 251 € /hab (au-dessus de la médiane, +75 € /hab)."
59532,SAINT-GEORGES-SUR-L'AA (59),42.72,2044.0,6.35,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé; frais de personnel contenus; pic de dette en 2022 Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 51.2 %), au-dessous de la médiane (-277 € /hab). Épargne brute : en hausse (de 1947.7 %) Investissement : en hausse (de 1925.3 %) Dotations par habitant : 6 € /hab (au-dessous de la médiane, -170 € /hab)."
59533,SAINT-HILAIRE-LEZ-CAMBRAI (59),101.49,491810.0,312.06,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 50.5 %), au-dessous de la médiane (-268 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 23.0 %) Dotations par habitant : 312 € /hab (au-dessus de la médiane, +123 € /hab)."
59534,SAINT-HILAIRE-SUR-HELPE (59),1380.54,291142.0,352.9,2024,santé financière à surveiller — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 96.5 %), au-dessus de la médiane (+1 011 € /hab). Épargne brute : en baisse (de 10.6 %) Investissement : en hausse (de 1136.4 %) Dotations par habitant : 353 € /hab (au-dessus de la médiane, +164 € /hab)."
59535,SAINT-JANS-CAPPEL (59),545.62,431401.0,252.13,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement faible; frais de personnel élevés; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 124.2 %), au-dessus de la médiane (+176 € /hab). Épargne brute : en baisse (de 16.8 %) Investissement : en hausse (de 81.6 %) Dotations par habitant : 252 € /hab (au-dessus de la médiane, +63 € /hab)."
59536,SAINTE-MARIE-CAPPEL (59),388.83,197026.0,220.88,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — investissement élevé; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 1415.6 %), au-dessus de la médiane (+19 € /hab). Épargne brute : en baisse (de 31.6 %) Investissement : en hausse (de 486.1 %) Dotations par habitant : 221 € /hab (au-dessus de la médiane, +32 € /hab)."
59537,SAINT-MARTIN-SUR-ECAILLON (59),499.3,146567.0,284.04,2024,santé financière préoccupante — dette globalement stable depuis 2020 — investissement faible Tendance dette vs strate : hausse plus rapide que la strate.,< 500 hab,176.17,"Dette : globalement stable, au-dessus de la médiane (+179 € /hab). Épargne brute : en baisse (de 48.5 %) Investissement : en hausse (de 7.4 %) Dotations par habitant : 284 € /hab (au-dessus de la médiane, +108 € /hab)."
59538,SAINT-MOMELIN (59),3.7,62389.0,143.75,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,< 500 hab,176.17,"Dette : en hausse (de 10.5 %), au-dessous de la médiane (-316 € /hab). Épargne brute : en hausse (de 24.9 %) Investissement : au niveau de 33 € /hab Dotations par habitant : 144 € /hab (au-dessous de la médiane, -32 € /hab)."
59539,SAINT-PIERRE-BROUCK (59),150.79,180703.0,173.59,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 41.3 %), au-dessous de la médiane (-219 € /hab). Épargne brute : en baisse (de 50.0 %) Investissement : en hausse (de 122.6 %) Dotations par habitant : 174 € /hab (au-dessous de la médiane, -15 € /hab)."
59541,SAINT-PYTHON (59),994.75,251968.0,248.49,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel contenus Tendance dette vs strate : hausse plus rapide que la strate.,500-1999 hab,189.055,"Dette : globalement stable, au-dessus de la médiane (+625 € /hab). Épargne brute : en hausse (de 29.8 %) Investissement : en hausse (de 81.7 %) Dotations par habitant : 248 € /hab (au-dessus de la médiane, +59 € /hab)."
59542,SAINT-REMY-CHAUSSEE (59),1517.06,80129.0,161.23,2024,santé financière à surveiller — dette en baisse depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : évolution proche de la strate.,< 500 hab,176.17,"Dette : en baisse (de 25.9 %), au-dessus de la médiane (+1 197 € /hab). Épargne brute : globalement stable Investissement : en baisse (de 6.5 %) Dotations par habitant : 161 € /hab (au-dessous de la médiane, -15 € /hab)."
59543,SAINT-REMY-DU-NORD (59),511.32,90042.0,82.31,2024,santé financière préoccupante — dette en baisse depuis 2020 — investissement faible; frais de personnel élevés Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 52.3 %), au-dessus de la médiane (+142 € /hab). Épargne brute : en baisse (de 99.3 %) Investissement : en baisse (de 89.1 %) Dotations par habitant : 82 € /hab (au-dessous de la médiane, -107 € /hab)."
59544,SAINT-SAULVE (59),1118.82,875196.0,77.45,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse alors que la strate est en baisse.,10 000-19 999 hab,561.23,"Dette : en hausse (de 195.9 %), au-dessus de la médiane (+396 € /hab). Épargne brute : en hausse (de 133.3 %) Investissement : en hausse (de 245.5 %) Dotations par habitant : 77 € /hab (au-dessous de la médiane, -484 € /hab)."
59545,SAINT-SOUPLET (59),263.74,450345.0,361.72,2024,situation globalement saine — dette en baisse depuis 2020 — investissement faible; frais de personnel contenus Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 34.1 %), au-dessous de la médiane (-106 € /hab). Épargne brute : en hausse (de 42.9 %) Investissement : en hausse (de 224.2 %) Dotations par habitant : 362 € /hab (au-dessus de la médiane, +173 € /hab)."
59546,SAINT-SYLVESTRE-CAPPEL (59),98.45,215773.0,181.63,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé Tendance dette vs strate : baisse plus rapide que la strate.,500-1999 hab,189.055,"Dette : en baisse (de 69.9 %), au-dessous de la médiane (-271 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 54.2 %) Dotations par habitant : 182 € /hab (au-dessous de la médiane, -7 € /hab)."
59547,SAINT-VAAST-EN-CAMBRESIS (59),312.33,283755.0,326.16,2024,santé financière préoccupante — dette en hausse préoccupante depuis 2020 — investissement faible; frais de personnel contenus; pic de dette en 2023 Tendance dette vs strate : hausse alors que la strate est en baisse.,500-1999 hab,189.055,"Dette : en hausse (de 603.5 %), au-dessous de la médiane (-57 € /hab). Épargne brute : en baisse (de 710.4 %) Investissement : en hausse (de 199.9 %) Dotations par habitant : 326 € /hab (au-dessus de la médiane, +137 € /hab)."
59548,SAINT-WAAST (59),120.59,203108.0,299.13,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement faible; frais de personnel contenus Tendance dette vs strate : évolution proche de la strate.,500-1999 hab,189.055,"Dette : en baisse (de 28.5 %), au-dessous de la médiane (-249 € /hab). Épargne brute : en hausse (de 50.3 %) Investissement : en baisse (de 20.0 %) Dotations par habitant : 299 € /hab (au-dessus de la médiane, +110 € /hab)."
59549,SALESCHES (59),0.0,72573.0,214.08,2024,situation globalement saine — dette en baisse depuis 2020 — niveau de dette/hab inférieur à la strate; investissement élevé; pic de dette en 2022 Tendance dette vs strate : baisse plus rapide que la strate.,< 500 hab,176.17,"Dette : en baisse (de 100.0 %), au-dessous de la médiane (-320 € /hab). Épargne brute : globalement stable Investissement : en hausse (de 788.9 %) Dotations par habitant : 214 € /hab (au-dessus de la médiane, +38 € /hab)."
59550,SALOME (59),767.93,601538.0,194.92,2024,situation globalement saine — dette globalement stable depuis 2020 — niveau de dette/hab supérieur à la strate; investissement élevé; frais de personnel élevés Tendance dette vs strate : hausse plus rapide que la strate.,2000-3499 hab,194.55,"Dette : globalement stable, au-dessus de la médiane (+320 € /hab). Épargne brute : en hausse (de 104.9 %) Investissement : en hausse (de 376.1 %) Dotations par habitant : 195 € /hab (proche de la médiane, +0 € /hab)."
